0,51.51394676,-0.14329589
1,51.49535971,-0.12692684
2,51.51239046,-0.11261592
3,51.51181753,-0.14134997
4,51.52019335,-0.15752316
5,51.49299964,-0.12754089
6,51.51112682,-0.12379799
7,51.48750828,-0.14383027
8,51.51626371,-0.17305231
9,51.50876992,-0.15369773
10,51.48979563,-0.13685786
11,51.52462175,-0.17156288
12,51.52585296,-0.20405047
13,51.49626443,-0.15124315
14,51.52100957,-0.15063693
15,51.51246991,-0.14968049
16,51.53003477,-0.18072669
17,51.53436261,-0.16691222
18,51.50886571,-0.13220746
19,51.4971739,-0.14907643
20,51.51233435,-0.17891235
21,51.53056554,-0.17963695
22,51.52723973,-0.19173038
23,51.52377043,-0.19471169
24,51.51640035,-0.15280147
25,51.50655466,-0.13417271
26,51.52098113,-0.16209987
27,51.49170223,-0.14858388
28,51.52534015,-0.19645206
29,51.5247034,-0.20110554
30,51.49036074,-0.1380391
31,51.49119647,-0.13388588
32,51.49598252,-0.15013209
33,51.51378332,-0.17901475
34,51.50983417,-0.14186386
35,51.53357834,-0.19215157
36,51.51141556,-0.13834165
37,51.50372341,-0.12337616
38,51.49540311,-0.14985695
39,51.4947247,-0.1358022
40,51.51912268,-0.14981918
41,51.49842522,-0.15374255
42,51.52292271,-0.2011761
43,51.53212014,-0.17025313
44,51.52854348,-0.17554103
45,51.49484447,-0.15555735
46,51.52115159,-0.14793635
47,51.5112896,-0.11509684
48,51.51575681,-0.14722426
49,51.51900207,-0.17744776
50,51.53485601,-0.17321164
51,51.5138716,-0.15054995
52,51.53041942,-0.21267862
53,51.50052623,-0.13301648
54,51.51386747,-0.18500328
55,51.52879096,-0.21094658
56,51.52154743,-0.19150865
57,51.52289106,-0.15932233
58,51.49738703,-0.12663719
59,51.51708713,-0.13573885
60,51.52108301,-0.17738255
61,51.52306411,-0.19892344
62,51.5153678,-0.11446243
63,51.49715052,-0.14288397
64,51.51086348,-0.1481524
65,51.49266329,-0.14023952
66,51.48968771,-0.15082566
67,51.51399681,-0.18035993
68,51.493953,-0.15127243
69,51.5248498,-0.17650827
70,51.50006595,-0.16638101
71,51.53245865,-0.16938439
72,51.4995978,-0.14202809
73,51.51399414,-0.16276548
74,51.51828082,-0.16354396
75,51.50477992,-0.1503773
76,51.51105222,-0.18381794
77,51.51989573,-0.15712272
78,51.53042925,-0.20754251
79,51.53256966,-0.20481807
80,51.50838198,-0.12336237
81,51.49106243,-0.1319186
82,51.50695152,-0.13226906
83,51.50789443,-0.13354411
84,51.52866659,-0.20210156
85,51.49804938,-0.13989887
86,51.51141715,-0.18952741
87,51.51535409,-0.16524524
