"latitude","longitude"
51.52869215,-.17927231
51.52872349,-.20484474
51.52873059,-.21012361
51.52879096,-.21094658
51.52880222,-.20910113
51.52884153,-.21163098
51.52884895,-.20298904
51.52900571,-.20442005
51.52903503,-.21242703
51.52908386,-.17126258
51.52913773,-.20126628
51.52918360,-.20784827
51.52919190,-.21278660
51.52920663,-.18694777
51.52923595,-.18740345
51.52927815,-.19319053
51.52932042,-.20559973
51.52933107,-.20354074
51.52938966,-.19908976
51.52945877,-.17899055
51.52946555,-.17923143
51.52947790,-.19838950
51.52951999,-.21317818
51.52957555,-.21118916
51.52959386,-.18428561
51.52959982,-.20442111
51.52960558,-.21528274
51.52964260,-.19938875
51.52965769,-.17576351
51.52966226,-.21248824
51.52973151,-.21451845
51.52976746,-.20135630
51.53002371,-.21091407
51.53003477,-.18072669
51.53011133,-.18582188
51.53013217,-.20810470
51.53013539,-.21200231
51.53013703,-.20149145
51.53019431,-.18546010
51.53024337,-.17754999
51.53034745,-.18650693
51.53041942,-.21267862
51.53042925,-.20754251
51.53046459,-.21089417
51.53048317,-.18499533
51.53048636,-.20631290
51.53056554,-.17963695
51.53056775,-.20839631
51.53071701,-.20595378
51.53079450,-.20402060
51.53081051,-.20309814
51.53089191,-.21073965
51.53091299,-.21378872
51.53093554,-.21193631
51.53094075,-.20460118
51.53098348,-.20465986
51.53102606,-.21314453
51.53111070,-.21423230
51.53116957,-.16782704
51.53121657,-.18201579
51.53127248,-.20837855
51.53133002,-.18036095
51.53134956,-.17114669
51.53138377,-.21143839
51.53145176,-.21052964
51.53151372,-.21322152
51.53161467,-.20552933
51.53168729,-.21101158
51.53169307,-.19321546
51.53170100,-.20929224
51.53172904,-.20736971
51.53177331,-.18018214
51.53179101,-.20111448
51.53179251,-.20268817
51.53189553,-.20687213
51.53192208,-.18201246
51.53192790,-.18285987
51.53206902,-.18084119
51.53210894,-.20237240
51.53212014,-.17025313
51.53213845,-.18157551
51.53239554,-.17368385
51.53239883,-.20598984
51.53242992,-.20766306
51.53245865,-.16938439
51.53248251,-.20389202
51.53252341,-.20830188
51.53253166,-.16894134
51.53255071,-.17859453
51.53256467,-.20291209
51.53256966,-.20481807
51.53259046,-.20382277
51.53267718,-.17644184
51.53278152,-.16978145
51.53289057,-.16643761
51.53293191,-.18171631
51.53302392,-.17021337
51.53304107,-.18966670
51.53315037,-.17022737
51.53317603,-.18457782
51.53320047,-.17941048
51.53329089,-.18873088
51.53332631,-.17619005
51.53345728,-.19034135
51.53347267,-.17076212
51.53351969,-.17195588
51.53356609,-.17249056
51.53357815,-.17074669
51.53357834,-.19215157
51.53361369,-.16947609
51.53364028,-.16675897
51.53382373,-.18690296
51.53384528,-.17189531
51.53385741,-.17602867
51.53388461,-.16582997
51.53408375,-.16774552
51.53413919,-.17156107
51.53420353,-.18555552
51.53426496,-.17098205
51.53427486,-.17535771
51.53429053,-.17285817
51.53430977,-.17548005
51.53436261,-.16691222
51.53437431,-.18595950
51.53438421,-.18113099
51.53444133,-.19267840
51.53453257,-.17039809
51.53453624,-.17076824
51.53470502,-.17782811
51.53477945,-.16620693
51.53478169,-.19027792
51.53485601,-.17321164
51.53489020,-.17249001
51.53495609,-.16946391
51.53507713,-.18209593
51.53553458,-.18092750
51.53553937,-.18611792
51.53571331,-.17487130
51.53572450,-.18041267
51.53580637,-.16151606
51.53585254,-.17667268
51.53585413,-.16659981
51.53587850,-.19174163
51.53588162,-.16744701
51.53588173,-.16268738
51.53591582,-.16455248
51.53596148,-.18277147
51.53601317,-.16271482
51.53630450,-.17496934
51.53631266,-.17192143
51.53634018,-.16099739
51.53647997,-.18359558
51.53656628,-.17580145
51.53665792,-.18082560
51.53666356,-.18333868
51.53701192,-.17777069
51.53714405,-.16985145
51.53717682,-.17937536
51.53720707,-.18406918
51.53730650,-.17921621
51.53731073,-.16874147
51.53739168,-.17809290
51.53741337,-.18517747
51.53757838,-.17886503
51.53760722,-.18355730
51.53769602,-.18487659
51.53771018,-.16852686
51.53773840,-.18293921
51.53787200,-.17384531
51.53812507,-.17875361
51.53822842,-.17934993
51.53826661,-.17908686
51.53844527,-.17758097
51.53904936,-.17888560
51.53947866,-.17738396
51.53948802,-.17434681
51.53976856,-.17882560
