"latitude","longitude"
51.50183983,-.15845654
51.50372341,-.12337616
51.50373791,-.14930141
51.50477992,-.15037730
51.50499091,-.14815425
51.50527357,-.13731563
51.50542387,-.14023284
51.50557639,-.12277474
51.50560180,-.15078767
51.50572458,-.13390627
51.50578711,-.14800539
51.50579217,-.13629766
51.50585690,-.13856611
51.50621076,-.13913306
51.50629697,-.13782160
51.50630335,-.13901386
51.50633870,-.13223922
51.50637133,-.14526499
51.50640285,-.13993347
51.50641190,-.14633293
51.50652105,-.14968314
51.50654787,-.14779615
51.50655466,-.13417271
51.50658380,-.13150277
51.50658716,-.14862243
51.50661950,-.14042674
51.50663417,-.13906988
51.50665735,-.14480112
51.50668521,-.15154420
51.50676501,-.15105523
51.50678025,-.13647265
51.50688490,-.13233381
51.50693417,-.13740369
51.50695152,-.13226906
51.50695936,-.12453429
51.50700840,-.14947749
51.50711703,-.14092825
51.50715830,-.15341893
51.50716110,-.13425719
51.50718527,-.14454707
51.50719136,-.15095497
51.50719240,-.15185979
51.50724659,-.14720144
51.50728983,-.14336121
51.50736057,-.13608398
51.50740253,-.13248224
51.50741113,-.14543191
51.50744084,-.13911173
51.50755439,-.13946213
51.50755544,-.14405345
51.50760734,-.14254034
51.50770957,-.13515365
51.50771530,-.14952551
51.50789443,-.13354411
51.50790401,-.15048993
51.50791783,-.13494870
51.50798690,-.14840324
51.50809127,-.13300081
51.50811079,-.13779149
51.50812054,-.15120131
51.50817769,-.13110592
51.50820177,-.12088456
51.50824624,-.14200176
51.50828566,-.13725046
51.50832080,-.14933974
51.50832837,-.13232706
51.50834496,-.14340692
51.50838198,-.12336237
51.50849674,-.14512459
51.50861264,-.15281685
51.50867938,-.14245784
51.50870099,-.12206099
51.50873294,-.13095626
51.50873495,-.14671424
51.50874947,-.14846616
51.50876992,-.15369773
51.50877377,-.12021485
51.50879546,-.15251588
51.50883106,-.13562569
51.50884403,-.12253370
51.50886571,-.13220746
51.50887958,-.14170765
51.50892154,-.12029358
51.50893487,-.14950101
51.50901650,-.14936100
51.50903092,-.12179693
51.50905571,-.13791388
51.50907239,-.14574648
51.50911466,-.14103216
51.50914986,-.15252825
51.50916586,-.13266637
51.50925746,-.13802317
51.50928440,-.13331336
51.50930402,-.14225243
51.50934817,-.15274510
51.50942096,-.15263934
51.50943599,-.14713094
51.50944978,-.12232953
51.50950278,-.15643819
51.50952351,-.14503143
51.50952626,-.12531588
51.50952865,-.12572605
51.50961281,-.11989563
51.50961617,-.15136712
51.50962556,-.12210778
51.50973094,-.12432933
51.50975400,-.15385908
51.50983417,-.14186386
51.50986173,-.15200348
51.50987900,-.11970709
51.50989442,-.14285956
51.50996195,-.12374864
51.50997940,-.14973312
51.51005522,-.14338026
51.51005633,-.14290604
51.51009050,-.14667307
51.51010930,-.13212114
51.51012760,-.11887375
51.51015098,-.12465650
51.51026982,-.14141169
51.51027224,-.15507741
51.51027820,-.14582389
51.51028092,-.14149965
51.51044075,-.19171512
51.51044146,-.15753856
51.51046397,-.14478996
51.51048813,-.13735532
51.51049542,-.14634254
51.51057190,-.14088791
51.51057301,-.15647357
51.51058578,-.14471897
51.51060106,-.12429892
51.51064606,-.15461279
51.51079276,-.14037017
51.51079345,-.12131048
51.51083585,-.12293883
51.51084013,-.12708775
51.51084735,-.11444560
51.51086348,-.14815240
51.51090141,-.11525996
51.51094035,-.12209573
51.51097254,-.14160554
51.51098761,-.19026344
51.51099656,-.14309045
51.51105222,-.18381794
51.51107881,-.15068854
51.51112682,-.12379799
51.51113639,-.13806872
51.51117214,-.11415612
51.51122961,-.12033811
51.51123246,-.12355198
51.51125981,-.18206163
51.51126518,-.18255617
51.51128673,-.12248250
51.51128960,-.11509684
51.51131769,-.14922075
51.51132632,-.18603449
51.51135152,-.18301581
51.51135343,-.15555204
51.51138911,-.11299661
51.51141142,-.18738994
51.51141556,-.13834165
51.51141715,-.18952741
51.51142019,-.14572983
51.51142589,-.14780241
51.51145848,-.18517555
51.51147845,-.14875239
51.51149019,-.15451022
51.51152900,-.12593763
51.51153281,-.11952729
51.51155612,-.12466089
51.51164694,-.11399365
51.51166793,-.14082159
51.51167063,-.18316970
51.51168598,-.13781029
51.51169016,-.17932077
51.51169764,-.14718752
51.51170645,-.13685690
51.51172410,-.12909489
51.51172834,-.18883873
51.51174297,-.18536218
51.51175538,-.15023998
51.51175577,-.12121146
51.51180996,-.18755016
51.51181753,-.14134997
51.51183480,-.15506780
51.51184151,-.14643357
51.51185811,-.14676143
51.51188104,-.17813787
51.51193599,-.14224451
51.51195219,-.14805730
51.51197008,-.11379832
51.51199557,-.12018256
51.51201386,-.14594318
51.51201476,-.19097509
51.51203563,-.11551722
51.51203665,-.18628914
51.51207357,-.11405574
51.51210172,-.19202436
51.51210360,-.15145315
51.51211322,-.11883579
51.51212587,-.11238633
51.51214214,-.15713618
51.51215687,-.19310092
51.51219429,-.13319637
51.51220252,-.15312092
51.51221599,-.11306611
51.51222608,-.18685889
51.51222762,-.15134478
51.51222869,-.19138414
51.51224930,-.18225659
51.51228227,-.12026969
51.51229358,-.15432221
51.51232934,-.13617912
51.51233435,-.17891235
51.51233670,-.14311509
51.51236991,-.14713076
51.51237824,-.11694889
51.51237887,-.18284320
51.51238702,-.18652701
51.51239029,-.14657395
51.51239046,-.11261592
51.51244961,-.18950153
51.51244972,-.17648110
51.51245530,-.12163611
51.51245882,-.14936021
51.51246991,-.14968049
51.51248084,-.18334676
51.51249751,-.18976259
51.51249989,-.15628250
51.51250734,-.13169923
51.51252026,-.14151353
51.51253553,-.18949480
51.51255603,-.17340739
51.51258232,-.18347376
51.51259171,-.17859467
51.51261936,-.12048668
51.51263611,-.14151688
51.51277741,-.16765457
51.51278222,-.13101540
51.51279352,-.15440294
51.51279644,-.11610246
51.51279730,-.12852164
51.51280459,-.17482492
51.51286328,-.14765826
51.51289765,-.14709981
51.51290087,-.19298802
51.51290863,-.14959216
51.51296812,-.11944934
51.51297043,-.18763038
51.51298093,-.14346498
51.51298100,-.18206277
51.51298936,-.17726042
51.51304849,-.15620268
51.51305752,-.19168697
51.51305796,-.13161445
51.51306663,-.14220063
51.51310454,-.15519272
51.51310461,-.16954516
51.51314065,-.11869311
51.51315156,-.17379048
51.51317015,-.11574399
51.51317178,-.15197244
51.51322631,-.19334504
51.51325296,-.18008362
51.51331528,-.14492029
51.51333611,-.14337331
51.51336682,-.19108463
51.51338123,-.18330686
51.51340467,-.17331946
51.51345844,-.12038826
51.51348743,-.13408502
51.51348998,-.16229765
51.51353323,-.19195688
51.51353672,-.13610225
51.51354871,-.12018548
51.51354943,-.11975208
51.51359751,-.19202332
51.51359858,-.15235333
51.51361775,-.18986426
51.51365964,-.13160910
51.51371497,-.15265823
51.51371757,-.18965506
51.51377545,-.11865936
51.51377968,-.13654531
51.51378332,-.17901475
51.51382086,-.15125623
51.51384005,-.18186225
51.51384495,-.16869246
51.51386248,-.19353302
51.51386747,-.18500328
51.51386866,-.17208834
51.51387160,-.15054995
51.51389344,-.19160841
51.51393098,-.14196600
51.51394676,-.14329589
51.51397825,-.16687831
51.51399414,-.16276548
51.51399681,-.18035993
51.51400170,-.19303845
51.51402722,-.16995353
51.51404349,-.18084632
51.51406640,-.17212922
51.51410497,-.16252616
51.51410955,-.13097086
51.51413289,-.19372392
51.51413815,-.15968791
51.51416241,-.13291308
51.51418299,-.16896424
51.51419367,-.11928293
51.51422605,-.19046769
51.51424261,-.16772872
51.51428729,-.18783585
51.51430308,-.14654101
51.51430784,-.15606683
51.51430993,-.15768291
51.51439860,-.13903436
51.51440268,-.14382350
51.51440380,-.16032016
51.51442132,-.16062664
51.51442588,-.12169504
51.51444633,-.13569726
51.51445414,-.14326035
51.51448620,-.17957757
51.51449387,-.18165632
51.51453022,-.11750283
51.51455874,-.16542681
51.51457952,-.15611446
51.51461143,-.11832239
51.51462484,-.17550360
51.51462796,-.19882273
51.51462964,-.11894328
51.51467292,-.15050935
51.51468964,-.16831520
51.51473340,-.15868326
51.51473690,-.13064704
51.51473826,-.17580047
51.51473992,-.16631485
51.51475071,-.11441016
51.51475100,-.16392390
51.51477029,-.16978547
51.51485280,-.13699105
51.51485719,-.18800297
51.51491034,-.16539863
51.51491882,-.18066404
51.51492510,-.17481101
51.51494387,-.11595885
51.51494475,-.19182811
51.51495002,-.15121171
51.51497411,-.15182882
51.51498425,-.19714012
51.51499014,-.17075946
51.51499776,-.14847355
51.51500344,-.11836533
51.51502109,-.19283560
51.51502253,-.15821268
51.51503174,-.15971123
51.51504763,-.15949606
51.51505132,-.19931789
51.51512042,-.16885069
51.51517848,-.16181999
51.51519053,-.14950529
51.51522723,-.19121121
51.51528117,-.13155365
51.51528257,-.15153605
51.51528396,-.13281924
51.51528513,-.11721633
51.51530236,-.13167025
51.51530822,-.14934605
51.51535399,-.18082727
51.51535409,-.16524524
51.51535880,-.16070545
51.51536744,-.15664504
51.51536780,-.11446243
51.51540198,-.13647487
51.51540741,-.13755876
51.51545397,-.18342521
51.51548056,-.14815663
51.51549769,-.15369236
51.51551367,-.11664473
51.51552710,-.17388260
51.51553367,-.16907598
51.51553871,-.13564220
51.51558024,-.19826107
51.51559737,-.15924612
51.51563970,-.11448632
51.51567179,-.19584854
51.51567682,-.15916428
51.51568465,-.17408103
51.51571784,-.19696162
51.51575434,-.16003347
51.51575681,-.14722426
51.51576680,-.11561477
51.51577480,-.14290002
51.51578717,-.13214376
51.51580518,-.13452884
51.51582286,-.19869695
51.51583636,-.18995780
51.51584475,-.17475112
51.51586006,-.19412232
51.51588835,-.15133135
51.51591174,-.15776554
51.51591821,-.18950130
51.51593112,-.17315282
51.51594280,-.16503168
51.51596860,-.19788312
51.51596919,-.14185867
51.51599001,-.13986980
51.51600897,-.15225581
51.51600947,-.19287175
51.51603412,-.15864565
51.51604430,-.19320255
51.51605341,-.16241182
51.51606252,-.16165520
51.51611831,-.19538605
51.51612048,-.17836205
51.51615237,-.15243264
51.51623281,-.17780598
51.51624653,-.16719878
51.51624945,-.16648846
51.51626371,-.17305231
51.51629562,-.14113126
51.51639617,-.16990529
51.51640035,-.15280147
51.51640298,-.17806549
51.51644081,-.17835161
51.51645289,-.13620163
51.51652190,-.16649565
51.51653923,-.13851865
51.51657131,-.16595415
51.51658371,-.13732029
51.51666466,-.16264465
51.51670645,-.16382535
51.51671922,-.15124068
51.51681416,-.19909130
51.51685635,-.19241252
51.51689823,-.19939158
51.51691478,-.17260908
51.51693323,-.15280978
51.51701334,-.15790891
51.51703474,-.15102573
51.51704001,-.17525266
51.51705436,-.18624215
51.51708561,-.13913455
51.51708713,-.13573885
51.51709899,-.19787796
51.51711794,-.13866308
51.51713259,-.18841816
51.51714139,-.17144690
51.51715581,-.15924641
51.51718533,-.15917705
51.51718739,-.15687008
51.51721126,-.13376674
51.51725068,-.15371798
51.51727072,-.18595822
51.51729941,-.14617182
51.51730625,-.18008364
51.51733696,-.13763168
51.51737452,-.19663158
51.51738602,-.17597169
51.51743479,-.18762553
51.51744215,-.13809775
51.51744822,-.17558905
51.51745313,-.15779333
51.51747454,-.15339838
51.51747583,-.16671877
51.51749568,-.15274387
51.51750870,-.14801759
51.51755944,-.13569959
51.51762448,-.15426151
51.51763202,-.13695574
51.51767203,-.16354258
51.51769133,-.17183933
51.51769487,-.19383790
51.51770482,-.16413534
51.51775402,-.14871958
51.51777730,-.18906497
51.51778063,-.16994103
51.51782071,-.15749860
51.51783020,-.15039131
51.51786357,-.14846653
51.51787841,-.13711222
51.51788755,-.15748011
51.51788998,-.19087714
51.51789671,-.17333460
51.51791630,-.14777337
51.51792659,-.19369958
51.51796386,-.15076234
51.51797359,-.18794287
51.51798459,-.14774213
51.51798585,-.15689017
51.51798765,-.15234872
51.51800547,-.14148474
51.51803390,-.14826318
51.51805019,-.16621841
51.51805565,-.17207533
51.51805567,-.20040422
51.51813280,-.14490277
51.51820876,-.16471356
51.51823787,-.16097949
51.51825099,-.17083883
51.51825965,-.14577321
51.51826200,-.15481242
51.51826328,-.14612825
51.51828082,-.16354396
51.51829835,-.19760839
51.51830275,-.15496866
51.51832465,-.19582677
51.51837590,-.17028764
51.51839832,-.16404839
51.51842400,-.15735783
51.51848673,-.20084706
51.51851795,-.16212064
51.51851838,-.14009721
51.51851895,-.16863749
51.51854901,-.14979625
51.51860645,-.14039467
51.51862469,-.15981962
51.51863646,-.15125177
51.51865922,-.17009537
51.51872003,-.15529003
51.51872395,-.18954321
51.51876305,-.19989079
51.51887040,-.16154826
51.51890060,-.14252973
51.51892041,-.15088996
51.51893318,-.15928059
51.51893422,-.17495356
51.51894120,-.14076093
51.51895732,-.15424922
51.51900207,-.17744776
51.51900264,-.14560982
51.51900496,-.15238805
51.51900629,-.14899809
51.51902727,-.16008603
51.51903096,-.14707541
51.51905420,-.15765358
51.51907175,-.15166513
51.51908784,-.19483034
51.51909465,-.16357492
51.51910949,-.14136404
51.51911711,-.16629341
51.51912268,-.14981918
51.51915095,-.14505932
51.51918475,-.15426311
51.51918577,-.14258566
51.51920468,-.19440880
51.51924962,-.14763780
51.51927549,-.15767203
51.51927613,-.14044569
51.51932504,-.14761097
51.51933812,-.15691776
51.51943301,-.14657792
51.51943770,-.15311594
51.51947962,-.14252849
51.51949293,-.14100701
51.51951242,-.16838271
51.51951661,-.14884057
51.51952832,-.17725577
51.51958312,-.14614840
51.51958738,-.16518209
51.51961013,-.16763382
51.51964072,-.15549717
51.51965519,-.14323263
51.51965825,-.17671745
51.51966308,-.14565881
51.51966525,-.17338310
51.51974736,-.14904147
51.51976449,-.16439591
51.51977885,-.15653603
51.51979869,-.13930684
51.51986344,-.16265930
51.51986692,-.13974847
51.51987850,-.14270052
51.51989573,-.15712272
51.51995701,-.14129662
51.51995844,-.14904253
51.52000603,-.14508451
51.52001218,-.14364692
51.52001782,-.15128406
51.52004310,-.14754036
51.52006036,-.15600484
51.52007203,-.18585969
51.52008815,-.14318850
51.52009048,-.20159836
51.52016709,-.18557533
51.52019335,-.15752316
51.52019418,-.14750038
51.52019911,-.14979700
51.52022890,-.14500824
51.52023337,-.15000004
51.52026418,-.14490768
51.52029702,-.14510871
51.52032264,-.14181268
51.52034949,-.19166615
51.52041666,-.15959429
51.52045012,-.15973853
51.52045449,-.16061834
51.52048840,-.15194827
51.52054339,-.14819303
51.52054613,-.17030851
51.52058127,-.17364760
51.52058754,-.16199378
51.52060763,-.15055042
51.52060912,-.15519751
51.52062025,-.14016603
51.52062375,-.14727837
51.52064580,-.15694201
51.52066092,-.15456050
51.52073582,-.14662335
51.52074159,-.16964177
51.52076411,-.14080111
51.52078780,-.15755694
51.52080983,-.14661415
51.52081135,-.19081530
51.52081278,-.15778212
51.52082542,-.19055446
51.52082922,-.14168660
51.52083881,-.14311156
51.52083970,-.17440794
51.52084838,-.16785966
51.52087276,-.14945220
51.52088906,-.15404738
51.52089253,-.14278648
51.52090073,-.16092698
51.52095598,-.18414207
51.52098113,-.16209987
51.52099160,-.14796525
51.52099758,-.14962609
51.52100957,-.15063693
51.52101199,-.14499434
51.52101578,-.14392263
51.52103177,-.15305357
51.52108301,-.17738255
51.52109514,-.14448829
51.52111995,-.15202889
51.52115159,-.14793635
51.52116704,-.18440013
51.52122505,-.14371231
51.52122801,-.14258992
51.52124890,-.14563664
51.52127457,-.15357310
51.52131447,-.19364467
51.52133736,-.15232175
51.52136179,-.15023003
51.52144933,-.14411548
51.52147141,-.14269667
51.52149334,-.15319406
51.52151248,-.14575286
51.52151699,-.15612423
51.52152036,-.14930518
51.52154743,-.19150865
51.52156581,-.15682996
51.52157281,-.14547983
51.52160136,-.17310338
51.52161893,-.18615832
51.52164491,-.15368236
51.52166674,-.14354339
51.52168287,-.15238066
51.52170089,-.16358118
51.52174172,-.16221737
51.52174484,-.18248434
51.52175676,-.17073530
51.52175935,-.18259030
51.52177779,-.14780055
51.52180913,-.18835817
51.52187129,-.16128923
51.52187495,-.15102338
51.52189704,-.14663288
51.52189772,-.15112916
51.52190257,-.16462736
51.52195321,-.16427731
51.52195876,-.17912046
51.52196341,-.14992554
51.52203477,-.14436658
51.52205624,-.18365297
51.52216936,-.16546529
51.52220487,-.14526409
51.52223016,-.15317947
51.52224408,-.16649014
51.52243037,-.15013297
51.52243779,-.15026224
51.52251198,-.15893508
51.52254666,-.18724925
51.52255065,-.16097251
51.52256083,-.17532516
51.52257921,-.17949696
51.52259123,-.16874497
51.52261569,-.14623503
51.52261851,-.14870996
51.52262104,-.16102364
51.52263063,-.16592032
51.52267031,-.19364487
51.52275399,-.18537814
51.52276468,-.16425100
51.52278921,-.17343751
51.52281464,-.18475003
51.52282803,-.17505990
51.52283790,-.14870049
51.52284514,-.14672246
51.52289106,-.15932233
51.52289634,-.16474851
51.52291545,-.20050997
51.52292271,-.20117610
51.52294895,-.17151125
51.52299014,-.18331822
51.52306411,-.19892344
51.52307120,-.14342712
51.52307808,-.19380436
51.52310210,-.17300690
51.52316070,-.16831193
51.52318781,-.17196698
51.52318799,-.16189203
51.52319427,-.16054153
51.52323761,-.20098068
51.52325457,-.14534813
51.52332847,-.20218183
51.52335261,-.19487413
51.52339290,-.15883821
51.52340945,-.16669001
51.52342700,-.19878318
51.52346630,-.14353003
51.52349493,-.14531300
51.52357791,-.18487372
51.52358097,-.19473684
51.52363910,-.20130376
51.52363954,-.16491541
51.52375034,-.17423239
51.52377043,-.19471169
51.52379254,-.19769800
51.52381073,-.16986576
51.52385919,-.16963803
51.52386316,-.20228491
51.52395914,-.15795892
51.52400023,-.18293192
51.52400893,-.16903110
51.52403275,-.18182287
51.52406327,-.16286361
51.52411348,-.18647387
51.52418196,-.19424721
51.52420440,-.18868961
51.52421831,-.17895216
51.52423332,-.15963890
51.52423396,-.18435563
51.52425392,-.17791984
51.52430881,-.17347523
51.52435777,-.20440858
51.52440301,-.17708916
51.52449970,-.18189384
51.52452614,-.18504007
51.52452629,-.19049894
51.52453417,-.16881631
51.52462175,-.17156288
51.52463000,-.20041644
51.52464135,-.19983208
51.52465632,-.17979276
51.52465786,-.16733682
51.52467935,-.19321854
51.52469444,-.19748053
51.52470015,-.19376923
51.52470340,-.20110554
51.52476535,-.17293787
51.52484980,-.17650827
51.52488644,-.19714271
51.52498936,-.16490565
51.52500590,-.17978118
51.52502636,-.16783787
51.52505746,-.17020803
51.52507998,-.19836804
51.52512383,-.16280876
51.52513176,-.16020497
51.52518270,-.20158893
51.52523180,-.20444294
51.52523371,-.17845476
51.52525996,-.16950903
51.52534015,-.19645206
51.52536461,-.17615169
51.52536673,-.19686548
51.52538889,-.18769236
51.52541851,-.18906576
51.52543379,-.17985438
51.52544712,-.20024063
51.52545199,-.18036475
51.52548193,-.16927927
51.52548444,-.20320227
51.52558707,-.19554547
51.52561474,-.20280737
51.52564306,-.19738492
51.52571816,-.18973472
51.52579113,-.19630354
51.52580652,-.17958544
51.52585296,-.20405047
51.52594006,-.19022963
51.52601370,-.19789771
51.52603185,-.18752612
51.52608201,-.16828494
51.52610471,-.19257812
51.52616281,-.19508432
51.52618628,-.19080112
51.52630498,-.19420029
51.52636247,-.17046835
51.52637656,-.17196583
51.52639335,-.19124741
51.52659761,-.19173290
51.52660410,-.19931302
51.52662043,-.17224377
51.52668513,-.17612912
51.52669134,-.20139470
51.52679970,-.17677856
51.52680313,-.18226921
51.52687372,-.17454608
51.52688177,-.20679004
51.52694484,-.17720200
51.52694557,-.20108979
51.52700313,-.20575757
51.52700479,-.16720530
51.52704654,-.19880493
51.52709767,-.20715241
51.52709981,-.21310225
51.52718307,-.17250709
51.52719344,-.21528868
51.52722340,-.19722493
51.52723973,-.19173038
51.52724733,-.20441134
51.52725548,-.20825537
51.52735159,-.19519528
51.52738156,-.19011849
51.52739240,-.20953977
51.52740376,-.17217079
51.52750355,-.18489804
51.52751910,-.19648648
51.52752691,-.20108202
51.52753054,-.19214178
51.52756038,-.16663347
51.52756973,-.19511783
51.52762463,-.20455571
51.52765527,-.16748980
51.52767182,-.19938313
51.52768987,-.18993265
51.52769282,-.20806377
51.52769921,-.21244459
51.52772217,-.19451938
51.52774802,-.18347967
51.52780796,-.20133195
51.52782501,-.17127072
51.52783382,-.18207303
51.52783739,-.18239290
51.52785821,-.20615982
51.52786016,-.19260060
51.52789996,-.21199646
51.52791173,-.19112350
51.52792847,-.20545909
51.52793309,-.20685492
51.52794004,-.19838101
51.52806443,-.17076545
51.52811640,-.17845659
51.52813131,-.17629159
51.52816026,-.20676665
51.52818503,-.21421515
51.52818557,-.19611733
51.52819670,-.20134593
51.52828350,-.20560413
51.52829942,-.17269121
51.52830815,-.19837699
51.52852447,-.19153260
51.52854348,-.17554103
51.52856796,-.17022723
51.52866659,-.20210156
51.52868834,-.20799151
